,11,11 kematian,13,13 kematian,19,19 kemaskini,19 mengemas,amp,amp 11,amp 13,amp kematian,baharu,baharu amp,baru,baru amp,covid,covid 19,dilaporkan,dilaporkan hari,hari,harian,harian covid,kemaskini,kematian,kematian dilaporkan,kes,kes positif,mata,mengemas,positif,positif baharu,positif baru,Polarity
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,0.20692786123538282,0.0,0.2571358891865533,0.22175913493429042,0.0,0.0,0.0,0.0,0.0,0.2571358891865533,0.2571358891865533,0.20692786123538282,0.20692786123538282,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.0,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.0,0.2571358891865533,0.22175913493429042,0.0,0.2571358891865533,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.0,0.0,0.315314147922785,0.315314147922785,0.17334219403717754,0.0,0.21540114961414486,0.1857662606079431,0.0,0.315314147922785,0.0,0.0,0.0,0.21540114961414486,0.21540114961414486,0.17334219403717754,0.17334219403717754,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.0,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.0,0.21540114961414486,0.1857662606079431,0.0,0.21540114961414486,0
5,0.0,0.0,0.315314147922785,0.315314147922785,0.17334219403717754,0.0,0.21540114961414486,0.1857662606079431,0.0,0.315314147922785,0.0,0.0,0.0,0.21540114961414486,0.21540114961414486,0.17334219403717754,0.17334219403717754,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.0,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.1857662606079431,0.0,0.21540114961414486,0.1857662606079431,0.0,0.21540114961414486,0
6,0.0,0.0,0.0,0.0,0.20692786123538282,0.0,0.2571358891865533,0.22175913493429042,0.0,0.0,0.0,0.0,0.0,0.2571358891865533,0.2571358891865533,0.20692786123538282,0.20692786123538282,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.0,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.22175913493429042,0.0,0.2571358891865533,0.22175913493429042,0.0,0.2571358891865533,0
7,0.0,0.0,0.0,0.0,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0.28033442525042535,0.28033442525042535,0.0,0.0,0.15411228661062062,0.28033442525042535,0.0,0.16515807565730015,0.28033442525042535,0.0,0.0,0.28033442525042535,0.28033442525042535,0.0,0.0,0.15411228661062062,0.15411228661062062,0.16515807565730015,0.16515807565730015,0.16515807565730015,0.16515807565730015,0.16515807565730015,0.28033442525042535,0.16515807565730015,0.16515807565730015,0.16515807565730015,0.16515807565730015,0.0,0.0,0.16515807565730015,0.28033442525042535,0.0,0
9,0.0,0.0,0.0,0.0,0.1936628385052165,0.0,0.24065230213144329,0.20754335969762847,0.0,0.0,0.35227795082877184,0.0,0.0,0.24065230213144329,0.24065230213144329,0.1936628385052165,0.1936628385052165,0.20754335969762847,0.20754335969762847,0.20754335969762847,0.20754335969762847,0.20754335969762847,0.0,0.20754335969762847,0.20754335969762847,0.20754335969762847,0.20754335969762847,0.0,0.24065230213144329,0.20754335969762847,0.0,0.24065230213144329,0
